season,team,opening_day_payroll_usd,source,notes
2010,Pittsburgh Pirates,34943000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2010,San Diego Padres,37799300,stevetheump.com (compiled from AP / Spotrac / Cot's),
2010,San Francisco Giants,97828833,stevetheump.com (compiled from AP / Spotrac / Cot's),
2010,Seattle Mariners,98376667,stevetheump.com (compiled from AP / Spotrac / Cot's),
2010,St. Louis Cardinals,93540753,stevetheump.com (compiled from AP / Spotrac / Cot's),
2010,Tampa Bay Rays,71923471,stevetheump.com (compiled from AP / Spotrac / Cot's),
2010,Texas Rangers,55250545,stevetheump.com (compiled from AP / Spotrac / Cot's),
2010,Toronto Blue Jays,62689357,stevetheump.com (compiled from AP / Spotrac / Cot's),
2010,Washington Nationals,61425000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Arizona Diamondbacks,53639833,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Atlanta Braves,87003192,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Baltimore Orioles,85304038,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Boston Red Sox,161407476,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Chicago Cubs,125480664,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Chicago White Sox,129285539,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Cincinnati Reds,76181365,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Cleveland Guardians,49188867,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Colorado Rockies,87998071,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Detroit Tigers,105705232,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Houston Astros,70694000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Kansas City Royals,36126400,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Los Angeles Angels,138998524,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Los Angeles Dodgers,103788990,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Miami Marlins,56944000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Milwaukee Brewers,85497333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Minnesota Twins,112737000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,New York Mets,120147310,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,New York Yankees,201689030,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Oakland Athletics,66536500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Philadelphia Phillies,172976381,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Pittsburgh Pirates,46047000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,San Diego Padres,45869140,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,San Francisco Giants,118216333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Seattle Mariners,86424600,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,St. Louis Cardinals,105433572,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Tampa Bay Rays,41932171,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Texas Rangers,92299265,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Toronto Blue Jays,62517800,stevetheump.com (compiled from AP / Spotrac / Cot's),
2011,Washington Nationals,63681929,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Arizona Diamondbacks,74284833,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Atlanta Braves,83309942,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Baltimore Orioles,81428999,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Boston Red Sox,173186617,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Chicago Cubs,88197033,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Chicago White Sox,96919500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Cincinnati Reds,82203616,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Cleveland Guardians,78430300,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Colorado Rockies,78069571,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Detroit Tigers,132300000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Houston Astros,60651000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Kansas City Royals,60916225,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Los Angeles Angels,154485166,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Los Angeles Dodgers,95143575,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Miami Marlins,118078000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Milwaukee Brewers,97653944,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Minnesota Twins,94085000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,New York Mets,93353983,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,New York Yankees,197962289,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Oakland Athletics,55372500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Philadelphia Phillies,174538938,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Pittsburgh Pirates,63431999,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,San Diego Padres,55244700,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,San Francisco Giants,117620683,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Seattle Mariners,81978100,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,St. Louis Cardinals,110300862,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Tampa Bay Rays,64173500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Texas Rangers,120510974,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Toronto Blue Jays,75489200,stevetheump.com (compiled from AP / Spotrac / Cot's),
2012,Washington Nationals,81336143,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Arizona Diamondbacks,89100500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Atlanta Braves,89778192,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Baltimore Orioles,90993333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Boston Red Sox,150655500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Chicago Cubs,104304676,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Chicago White Sox,119073277,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Cincinnati Reds,107491305,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Cleveland Guardians,77772800,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Colorado Rockies,71924071,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Detroit Tigers,148414500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Houston Astros,22062600,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Kansas City Royals,81491725,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Los Angeles Angels,127896250,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Los Angeles Dodgers,216597577,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Miami Marlins,36341900,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Milwaukee Brewers,82976944,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Minnesota Twins,75802500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,New York Mets,73396649,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,New York Yankees,228835490,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Oakland Athletics,60664500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Philadelphia Phillies,165385714,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Pittsburgh Pirates,79555000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,San Diego Padres,67143600,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,San Francisco Giants,140264334,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Seattle Mariners,72031143,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,St. Louis Cardinals,115222086,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Tampa Bay Rays,57895272,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Texas Rangers,114090100,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Toronto Blue Jays,117527800,stevetheump.com (compiled from AP / Spotrac / Cot's),
2013,Washington Nationals,114056769,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Arizona Diamondbacks,112688666,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Atlanta Braves,110897341,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Baltimore Orioles,107406623,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Boston Red Sox,162817411,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Chicago Cubs,89007857,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Chicago White Sox,91159254,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Cincinnati Reds,112390772,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Cleveland Guardians,82534800,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Colorado Rockies,95832071,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Detroit Tigers,162228527,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Houston Astros,44544174,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Kansas City Royals,92034345,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Los Angeles Angels,155692000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Los Angeles Dodgers,235295219,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Miami Marlins,47565400,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Milwaukee Brewers,103844806,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Minnesota Twins,85776500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,New York Mets,89051758,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,New York Yankees,203812506,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Oakland Athletics,83401400,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Philadelphia Phillies,180052723,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Pittsburgh Pirates,78111667,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,San Diego Padres,90094196,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,San Francisco Giants,154185878,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Seattle Mariners,92081943,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,St. Louis Cardinals,111020360,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Tampa Bay Rays,77062891,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Texas Rangers,136036172,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Toronto Blue Jays,132628700,stevetheump.com (compiled from AP / Spotrac / Cot's),
2014,Washington Nationals,134704437,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Arizona Diamondbacks,91518833,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Atlanta Braves,97578565,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Baltimore Orioles,110146097,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Boston Red Sox,187407202,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Chicago Cubs,119006885,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Chicago White Sox,115238678,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Cincinnati Reds,117197072,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Cleveland Guardians,86091175,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Colorado Rockies,102006130,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Detroit Tigers,173813750,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Houston Astros,70910100,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Kansas City Royals,113618650,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Los Angeles Angels,150933083,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Los Angeles Dodgers,272789040,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Miami Marlins,68479000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Milwaukee Brewers,105002536,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Minnesota Twins,108945000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,New York Mets,101409244,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,New York Yankees,219282196,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Oakland Athletics,86086667,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Philadelphia Phillies,135827500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Pittsburgh Pirates,88278500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,San Diego Padres,100675896,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,San Francisco Giants,172672111,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Seattle Mariners,119798060,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,St. Louis Cardinals,120869458,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Tampa Bay Rays,76061707,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Texas Rangers,142140873,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Toronto Blue Jays,122506600,stevetheump.com (compiled from AP / Spotrac / Cot's),
2015,Washington Nationals,164920505,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Arizona Diamondbacks,70762833,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Atlanta Braves,87622648,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Baltimore Orioles,115587632,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Boston Red Sox,182161414,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Chicago Cubs,116654522,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Chicago White Sox,98712867,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Cincinnati Reds,116732284,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Cleveland Guardians,86339067,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Colorado Rockies,98261171,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Detroit Tigers,172282250,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Houston Astros,69064200,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Kansas City Royals,112914525,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Los Angeles Angels,146449583,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Los Angeles Dodgers,223352402,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Miami Marlins,84637500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Milwaukee Brewers,98683035,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Minnesota Twins,108262000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,New York Mets,99626453,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,New York Yankees,213472857,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Oakland Athletics,80279166,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Philadelphia Phillies,133048000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Pittsburgh Pirates,85885832,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,San Diego Padres,112895700,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,San Francisco Giants,166495942,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Seattle Mariners,122706842,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,St. Louis Cardinals,120301957,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Tampa Bay Rays,73649584,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Texas Rangers,144307373,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Toronto Blue Jays,126369628,stevetheump.com (compiled from AP / Spotrac / Cot's),
2016,Washington Nationals,166010977,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Arizona Diamondbacks,93257600,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Atlanta Braves,112437541,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Baltimore Orioles,163676616,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Boston Red Sox,199805178,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Chicago Cubs,172189880,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Chicago White Sox,99119770,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Cincinnati Reds,93768785,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Cleveland Guardians,124861165,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Colorado Rockies,130963571,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Detroit Tigers,199750600,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Houston Astros,124343900,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Kansas City Royals,140925250,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Los Angeles Angels,160375333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Los Angeles Dodgers,242065828,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Miami Marlins,111881100,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Milwaukee Brewers,63061300,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Minnesota Twins,108077500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,New York Mets,155187460,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,New York Yankees,201539699,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Oakland Athletics,81738333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Philadelphia Phillies,111378000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Pittsburgh Pirates,100575946,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,San Diego Padres,71624400,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,San Francisco Giants,172354611,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Seattle Mariners,154800918,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,St. Louis Cardinals,152452933,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Tampa Bay Rays,69962532,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Texas Rangers,175909063,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Toronto Blue Jays,177795368,stevetheump.com (compiled from AP / Spotrac / Cot's),
2017,Washington Nationals,167846918,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Arizona Diamondbacks,132500000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Atlanta Braves,120540000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Baltimore Orioles,143090000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Boston Red Sox,235650000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Chicago Cubs,183460000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Chicago White Sox,72180000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Cincinnati Reds,101190000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Cleveland Guardians,134350000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Colorado Rockies,141340000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Detroit Tigers,129920000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Houston Astros,160040000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Kansas City Royals,129920000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Los Angeles Angels,175100000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Los Angeles Dodgers,186140000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Miami Marlins,98640000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Milwaukee Brewers,90240000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Minnesota Twins,131910000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,New York Mets,154610000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,New York Yankees,168540000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Oakland Athletics,68530000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Philadelphia Phillies,96850000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Pittsburgh Pirates,87880000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,San Diego Padres,96130000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,San Francisco Giants,208510000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Seattle Mariners,162480000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,St. Louis Cardinals,161010000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Tampa Bay Rays,78730000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Texas Rangers,144000000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Toronto Blue Jays,162316000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2018,Washington Nationals,181590000,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Arizona Diamondbacks,107901831,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Atlanta Braves,113376043,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Baltimore Orioles,72682882,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Boston Red Sox,202921500,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Chicago Cubs,205556714,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Chicago White Sox,88312121,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Cincinnati Reds,126423214,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Cleveland Guardians,118991701,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Colorado Rockies,145932999,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Detroit Tigers,101923400,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Houston Astros,159719666,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Kansas City Royals,96547237,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Los Angeles Angels,158878583,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Los Angeles Dodgers,152119998,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Miami Marlins,71239714,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Milwaukee Brewers,121530400,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Minnesota Twins,113326933,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,New York Mets,142149270,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,New York Yankees,206084848,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Oakland Athletics,91318333,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Philadelphia Phillies,140711962,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Pittsburgh Pirates,74808002,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,San Diego Padres,74033835,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,San Francisco Giants,178271237,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Seattle Mariners,138864075,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,St. Louis Cardinals,158370266,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Tampa Bay Rays,53444931,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Texas Rangers,106017564,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Toronto Blue Jays,63171171,stevetheump.com (compiled from AP / Spotrac / Cot's),
2019,Washington Nationals,161715381,stevetheump.com (compiled from AP / Spotrac / Cot's),
2020,Arizona Diamondbacks,86471066,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Atlanta Braves,149466875,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Baltimore Orioles,52415682,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Boston Red Sox,120361000,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Chicago Cubs,188959500,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Chicago White Sox,120898499,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Cincinnati Reds,143143673,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Cleveland Guardians,89004234,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Colorado Rockies,136399833,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Detroit Tigers,96832300,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Houston Astros,212321933,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Kansas City Royals,83278225,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Los Angeles Angels,176329344,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Los Angeles Dodgers,189065000,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Miami Marlins,47861700,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Milwaukee Brewers,97535926,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Minnesota Twins,127610333,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,New York Mets,142288337,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,New York Yankees,214291339,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Oakland Athletics,94318433,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Philadelphia Phillies,152877962,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Pittsburgh Pirates,42119000,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,San Diego Padres,140317600,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,San Francisco Giants,144994027,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Seattle Mariners,70343800,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,St. Louis Cardinals,160781766,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Tampa Bay Rays,65812166,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Texas Rangers,137834500,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Toronto Blue Jays,92582371,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2020,Washington Nationals,159242411,thebaseballcube.com (pre-pandemic Opening Day commitments),pre-pandemic full-year commitment
2021,Arizona Diamondbacks,89077233,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Atlanta Braves,134459435,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Baltimore Orioles,45701135,stevetheump.com (compiled from AP / Spotrac / Cot's),
2021,Boston Red Sox,180261996,stevetheump.com (compiled from AP / Spotrac / Cot's),
