season,team,opening_day_payroll_usd,wins,prorated_wins,dollars_per_win,made_playoffs
2023,St. Louis Cardinals,147770834,71,71.0,2081279.352112676,False
2023,Chicago Cubs,180115000,83,83.0,2170060.2409638553,False
2023,Los Angeles Dodgers,218332634,100,100.0,2183326.34,True
2023,San Francisco Giants,175590000,79,79.0,2222658.2278481014,False
2023,Boston Red Sox,175783182,78,78.0,2253630.5384615385,False
2023,Toronto Blue Jays,205680777,89,89.0,2311019.966292135,True
2023,Philadelphia Phillies,232424939,90,90.0,2582499.322222222,True
2023,Los Angeles Angels,204088094,73,73.0,2795727.315068493,False
2023,Colorado Rockies,166250466,59,59.0,2817804.5084745763,False
2023,San Diego Padres,236962024,82,82.0,2889780.7804878047,False
2023,Chicago White Sox,180911666,61,61.0,2965765.016393442,False
2023,New York Yankees,268954047,82,82.0,3279927.4024390243,False
2023,New York Mets,334233332,75,75.0,4456444.426666667,False
2024,Oakland Athletics,47905000,69,69.0,694275.3623188406,False
2024,Cleveland Guardians,86433928,92,92.0,939499.2173913044,True
2024,Pittsburgh Pirates,72014000,76,76.0,947552.6315789474,False
2024,Milwaukee Brewers,94484960,93,93.0,1015967.3118279568,True
2024,Baltimore Orioles,94495168,91,91.0,1038408.4395604396,True
2024,Tampa Bay Rays,88066012,80,80.0,1100825.15,False
2024,Detroit Tigers,95073933,86,86.0,1105510.8488372094,True
2024,Cincinnati Reds,88123333,77,77.0,1144458.87012987,False
2024,Kansas City Royals,105219570,86,86.0,1223483.3720930233,True
2024,Washington Nationals,95371429,71,71.0,1343259.5633802817,False
2024,Miami Marlins,83710000,62,62.0,1350161.2903225806,False
2024,Minnesota Twins,118886590,82,82.0,1449836.463414634,False
2024,Seattle Mariners,129158333,85,85.0,1519509.8,False
2024,San Diego Padres,153765453,93,93.0,1653391.9677419355,True
2024,Arizona Diamondbacks,156511716,89,89.0,1758558.606741573,False
2024,St. Louis Cardinals,164301667,83,83.0,1979538.156626506,False
2024,Boston Red Sox,162324847,81,81.0,2004010.4567901231,False
2024,Colorado Rockies,134099285,61,61.0,2198348.9344262294,False
2024,Los Angeles Dodgers,220691666,98,98.0,2251955.775510204,True
2024,San Francisco Giants,188767909,80,80.0,2359598.8625,False
2024,Philadelphia Phillies,236182617,95,95.0,2486132.8105263156,True
2024,Los Angeles Angels,158818094,63,63.0,2520922.126984127,False
2024,Atlanta Braves,225315000,89,89.0,2531629.213483146,True
2024,Chicago Cubs,216330000,83,83.0,2606385.5421686745,False
2024,Houston Astros,237303141,88,88.0,2696626.602272727,True
2024,Texas Rangers,221955000,78,78.0,2845576.923076923,False
2024,Chicago White Sox,117773333,41,41.0,2872520.3170731706,False
2024,Toronto Blue Jays,221876784,74,74.0,2998334.918918919,False
2024,New York Yankees,293666666,94,94.0,3124113.4680851065,True
2024,New York Mets,301731074,89,89.0,3390236.786516854,True
2025,Miami Marlins,47000000,79,79.0,594936.7088607595,False
2025,Oakland Athletics,55000000,76,76.0,723684.2105263158,False
2025,Cleveland Guardians,82000000,88,88.0,931818.1818181818,True
2025,Tampa Bay Rays,73000000,77,77.0,948051.948051948,False
2025,Milwaukee Brewers,94000000,97,97.0,969072.1649484535,True
2025,Chicago White Sox,59000000,60,60.0,983333.3333333334,False
2025,Pittsburgh Pirates,75000000,71,71.0,1056338.028169014,False
2025,Cincinnati Reds,103000000,83,83.0,1240963.8554216868,True
2025,Kansas City Royals,113000000,82,82.0,1378048.780487805,False
2025,Detroit Tigers,131000000,87,87.0,1505747.1264367816,True
2025,Washington Nationals,100000000,66,66.0,1515151.5151515151,False
2025,Seattle Mariners,138000000,90,90.0,1533333.3333333333,True
2025,St. Louis Cardinals,122000000,78,78.0,1564102.564102564,False
2025,San Francisco Giants,158000000,81,81.0,1950617.2839506173,False
2025,Minnesota Twins,137000000,70,70.0,1957142.857142857,False
2025,Baltimore Orioles,150000000,75,75.0,2000000.0,False
2025,Chicago Cubs,184000000,92,92.0,2000000.0,True
2025,Boston Red Sox,184000000,89,89.0,2067415.730337079,True
2025,Arizona Diamondbacks,174000000,80,80.0,2175000.0,False
2025,San Diego Padres,197000000,90,90.0,2188888.888888889,True
2025,Houston Astros,204000000,87,87.0,2344827.5862068967,False
2025,Toronto Blue Jays,233000000,94,94.0,2478723.404255319,True
2025,Texas Rangers,206000000,81,81.0,2543209.87654321,False
2025,Colorado Rockies,112000000,43,43.0,2604651.1627906975,False
2025,Atlanta Braves,202000000,76,76.0,2657894.736842105,False
2025,Los Angeles Angels,192000000,72,72.0,2666666.6666666665,False
2025,New York Yankees,272000000,94,94.0,2893617.0212765955,True
2025,Philadelphia Phillies,278000000,96,96.0,2895833.3333333335,True
2025,Los Angeles Dodgers,321000000,93,93.0,3451612.9032258065,True
2025,New York Mets,315000000,83,83.0,3795180.7228915663,False
