season,team,opening_day_payroll_usd,wins,prorated_wins,runs_scored,runs_allowed,pyth_wpct,pyth_wins_162,dollars_per_win
2017,New York Yankees,201539699,91,91.0,858,660,0.6221428462725044,100.7871410961457,2214721.967032967
2017,New York Mets,155187460,70,70.0,735,863,0.42319682365351063,68.55788543186873,2216963.714285714
2017,Texas Rangers,175909063,78,78.0,799,816,0.48981837477746115,79.35057671394871,2255244.3974358975
2017,Los Angeles Dodgers,242065828,104,104.0,770,580,0.627319744861925,101.62579866763184,2327556.0384615385
2017,Toronto Blue Jays,177795368,76,76.0,693,784,0.4420958326108685,71.61952488296069,2339412.736842105
2017,San Francisco Giants,172354611,64,64.0,639,776,0.41051898151912913,66.50407500609892,2693040.796875
2017,Detroit Tigers,199750600,64,64.0,735,894,0.40616954443176956,65.79946619794667,3121103.125
2018,Oakland Athletics,68530000,97,97.0,813,674,0.5876510072147149,95.19946316878381,706494.8453608247
2018,Tampa Bay Rays,78730000,90,90.0,716,646,0.5472448259447352,88.6536618030471,874777.7777777778
2018,Milwaukee Brewers,90240000,96,96.0,754,659,0.5622502271996129,91.0845368063373,940000.0
2018,Pittsburgh Pirates,87880000,82,82.0,692,693,0.49933048994258933,80.89153937069948,1071707.3170731708
2018,Chicago White Sox,72180000,62,62.0,656,848,0.38068780441134226,61.67142431463745,1164193.5483870967
2018,Philadelphia Phillies,96850000,80,80.0,677,728,0.466298593988298,75.54037222610427,1210625.0
2018,Atlanta Braves,120540000,90,90.0,759,657,0.5668157402016217,91.82414991266272,1339333.3333333333
2018,San Diego Padres,96130000,66,66.0,617,767,0.40064421522329785,64.90436286617425,1456515.1515151516
2018,Cleveland Guardians,134350000,91,91.0,818,648,0.6078734224248701,98.47549443282895,1476373.6263736263
2018,Cincinnati Reds,101190000,67,67.0,696,819,0.4233295615711089,68.57938897451965,1510298.5074626866
2018,Colorado Rockies,141340000,91,91.0,780,745,0.5217906355020773,84.53008295133652,1553186.8131868131
2018,Houston Astros,160040000,103,103.0,797,534,0.6754492724506764,109.42278213700958,1553786.4077669904
2018,Miami Marlins,98640000,63,63.0,589,809,0.3565977154585035,57.76882990427757,1565714.2857142857
2018,Arizona Diamondbacks,132500000,82,82.0,693,644,0.5335463454476065,86.43450796251226,1615853.6585365853
2018,New York Yankees,168540000,100,100.0,851,669,0.6124243117675783,99.21273850634768,1685400.0
2018,Minnesota Twins,131910000,78,78.0,738,775,0.476794536405719,77.24071489772648,1691153.8461538462
2018,Seattle Mariners,162480000,89,89.0,677,711,0.4773231217595422,77.32634572504584,1825617.97752809
2018,St. Louis Cardinals,161010000,88,88.0,759,691,0.5439027324576255,88.11224265813534,1829659.0909090908
2018,Chicago Cubs,183460000,95,95.0,761,645,0.5761401472827175,93.33470385980023,1931157.894736842
2018,New York Mets,154610000,77,77.0,676,707,0.47926908948948255,77.64159249729617,2007922.0779220778
2018,Los Angeles Dodgers,186140000,92,92.0,804,610,0.6255907391585642,101.3456997436874,2023260.8695652173
2018,Detroit Tigers,129920000,64,64.0,630,796,0.39254910011911864,63.59295421929722,2030000.0
2018,Texas Rangers,144000000,67,67.0,737,848,0.4329148732290036,70.13220946309859,2149253.731343284
2018,Boston Red Sox,235650000,108,108.0,876,647,0.640254246324777,103.72118790461387,2181944.4444444445
2018,Los Angeles Angels,175100000,80,80.0,721,722,0.49935094406322117,80.89485293824183,2188750.0
2018,Washington Nationals,181590000,82,82.0,771,682,0.5573014509592732,90.28283505540226,2214512.1951219514
2018,Toronto Blue Jays,162316000,73,73.0,709,832,0.42424535655724877,68.7277477622743,2223506.8493150687
2018,Kansas City Royals,129920000,58,58.0,638,833,0.3769931660473633,61.07289289967286,2240000.0
2018,San Francisco Giants,208510000,73,73.0,603,699,0.4332302210394415,70.18329580838952,2856301.3698630137
2018,Baltimore Orioles,143090000,47,47.0,622,892,0.3352125481625343,54.30443280233056,3044468.085106383
2019,Tampa Bay Rays,53444931,96,96.0,769,656,0.573619382082858,92.92633989742299,556718.03125
2019,Oakland Athletics,91318333,97,97.0,845,680,0.6019130302864115,97.50991090639867,941426.1134020619
2019,Toronto Blue Jays,63171171,67,67.0,726,828,0.4374426966120531,70.8657168511526,942853.2985074627
2019,San Diego Padres,74033835,70,70.0,682,789,0.43180260933387615,69.95202271208794,1057626.2142857143
2019,Pittsburgh Pirates,74808002,69,69.0,758,911,0.41118047955240167,66.61123768748907,1084173.9420289856
2019,Minnesota Twins,113326933,101,101.0,939,754,0.605946429591788,98.16332159386965,1122048.8415841584
2019,Atlanta Braves,113376043,97,97.0,855,743,0.5672940308619361,91.90163299963365,1168825.1855670102
2019,Chicago White Sox,88312121,72,72.0,708,832,0.4234676585478033,68.60176068474414,1226557.236111111
2019,Miami Marlins,71239714,57,57.0,615,808,0.37537628389591643,60.81095799113846,1249819.5438596492
2019,Arizona Diamondbacks,107901831,85,85.0,813,743,0.5429788278917799,87.96257011846834,1269433.3058823529
2019,Cleveland Guardians,118991701,93,93.0,769,657,0.5729383657013362,92.81601524361646,1279480.6559139786
2019,Baltimore Orioles,72682882,54,54.0,729,981,0.3580329369690319,58.00133578898316,1345979.2962962964
2019,Texas Rangers,106017564,78,78.0,810,878,0.46059375731559193,74.61618868512589,1359199.5384615385
2019,Milwaukee Brewers,121530400,89,89.0,769,766,0.5018632182000439,81.30184134840711,1365510.1123595505
2019,Los Angeles Dodgers,152119998,106,106.0,886,613,0.667648616698691,108.15907590518795,1435094.3207547169
2019,Houston Astros,159719666,107,107.0,920,640,0.6671154870368395,108.072708899968,1492707.1588785048
2019,Kansas City Royals,96547237,59,59.0,691,869,0.39196667469676993,63.49860130087673,1636393.847457627
2019,New York Mets,142149270,86,86.0,791,737,0.5336107702470658,86.44494478002467,1652898.488372093
2019,Cincinnati Reds,126423214,75,75.0,701,711,0.49340842563377113,79.93216495267092,1685642.8533333333
2019,Philadelphia Phillies,140711962,81,81.0,774,794,0.4877672434717425,79.01829344242229,1737184.7160493827
2019,Washington Nationals,161715381,93,93.0,873,724,0.5892597106158712,95.46007311977114,1738875.064516129
2019,St. Louis Cardinals,158370266,91,91.0,764,662,0.566483694886833,91.77035857166695,1740332.5934065934
2019,New York Yankees,206084848,103,103.0,943,739,0.6170756136826183,99.96624941658416,2000823.7669902912
2019,Seattle Mariners,138864075,68,68.0,758,893,0.42089094238215796,68.1843326659096,2042118.75
2019,Colorado Rockies,145932999,71,71.0,835,958,0.431935637384881,69.97357325635072,2055394.352112676
2019,Detroit Tigers,101923400,47,47.0,582,915,0.2977505943501238,48.23559628472005,2168582.9787234045
2019,Los Angeles Angels,158878583,72,72.0,769,868,0.44146814864787776,71.51784008095619,2206646.986111111
2019,San Francisco Giants,178271237,77,77.0,678,773,0.4388026262663802,71.0860254551536,2315210.8701298703
2019,Boston Red Sox,202921500,84,84.0,901,828,0.5415784611348382,87.7357107038438,2415732.1428571427
2019,Chicago Cubs,205556714,84,84.0,814,717,0.560144760866467,90.74345126036766,2447103.738095238
2020,Miami Marlins,47861700,31,83.7,263,304,0.43143013213967385,69.89168140662716,571824.3727598566
2020,Tampa Bay Rays,65812166,40,108.0,289,229,0.6063522436044038,98.2290634639134,609371.9074074074
2020,Baltimore Orioles,52415682,25,67.5,274,294,0.46647662148336405,75.56921268030497,776528.6222222223
2020,Pittsburgh Pirates,42119000,19,51.3,219,298,0.36088849255895844,58.46393579455127,821033.1384015596
2020,Cleveland Guardians,89004234,35,94.5,248,209,0.5760086798219199,93.31340613115103,941843.746031746
2020,Seattle Mariners,70343800,27,72.9,254,303,0.4171779578706194,67.58282917504035,964935.5281207132
2020,Oakland Athletics,94318433,36,97.2,274,232,0.5761101231648794,93.32983995271047,970354.2489711933
2020,Toronto Blue Jays,92582371,32,86.4,302,312,0.4841302877445646,78.42910661461947,1071555.2199074074
2020,Kansas City Royals,83278225,26,70.2,248,272,0.4571860507684283,74.06414022448539,1186299.5014245014
2020,Milwaukee Brewers,97535926,29,78.3,247,264,0.46926749919787897,76.02133487005639,1245669.5530012771
2020,Chicago White Sox,120898499,35,94.5,306,246,0.6017200785534631,97.47865272566102,1279349.1957671957
2020,Arizona Diamondbacks,86471066,25,67.5,269,295,0.45623298239069415,73.90974314729246,1281052.8296296296
2020,Minnesota Twins,127610333,36,97.2,269,215,0.6005972356193685,97.2967521703377,1312863.5082304527
2020,San Diego Padres,140317600,37,99.9,325,241,0.6386318764059142,103.45836397775811,1404580.5805805805
2020,Detroit Tigers,96832300,23,62.1,249,318,0.38448030710724557,62.28580975137378,1559296.2962962962
2020,Atlanta Braves,149466875,35,94.5,348,288,0.5920948430414452,95.91936457271413,1581660.052910053
2020,Los Angeles Dodgers,189065000,43,116.1,349,213,0.7187720694746874,116.44107525489936,1628466.8389319554
2020,Cincinnati Reds,143143673,31,83.7,243,243,0.5,81.0,1710199.1995221027
2020,San Francisco Giants,144994027,29,78.3,299,297,0.5032427655373858,81.5253280170565,1851775.5683269477
2020,Boston Red Sox,120361000,24,64.8,292,351,0.4101091239785601,66.43767808452674,1857422.8395061728
2020,Colorado Rockies,136399833,26,70.2,275,353,0.37991956405420924,61.546969376781895,1943017.564102564
2020,St. Louis Cardinals,160781766,30,81.0,240,229,0.5213563955894837,84.45973608549635,1984960.0740740742
2020,Philadelphia Phillies,152877962,28,75.6,306,311,0.49209120057903255,79.71877449380327,2022195.2645502647
2020,New York Mets,142288337,26,70.2,286,308,0.46428816987545457,75.21468351982364,2026899.3874643873
2020,Chicago Cubs,188959500,34,91.8,265,240,0.5455286077265031,88.37563445169351,2058382.3529411766
2020,Washington Nationals,159242411,26,70.2,293,301,0.48699982449444407,78.89397156809994,2268410.413105413
2020,Texas Rangers,137834500,22,59.4,224,312,0.3495067041174749,56.62008606703094,2320446.127946128
2020,New York Yankees,214291339,33,89.1,315,270,0.5735474718546795,92.91469044045807,2405065.533108867
2020,Los Angeles Angels,176329344,26,70.2,294,321,0.45726783344307265,74.07738901777776,2511814.017094017
2020,Houston Astros,212321933,29,78.3,279,275,0.5068321696169173,82.10681147794061,2711646.6538952747
2021,Cleveland Guardians,46833300,80,80.0,717,727,0.4935129034875423,79.94909036498186,585416.25
2021,Pittsburgh Pirates,35905000,61,61.0,609,833,0.3574174509117572,57.901627047704665,588606.5573770492
2021,Tampa Bay Rays,60388600,100,100.0,857,651,0.6275084062724647,101.65636181613928,603886.0
2021,Seattle Mariners,64553500,90,90.0,697,748,0.46696525939116834,75.64837202136927,717261.1111111111
2021,Miami Marlins,49425000,67,67.0,623,701,0.4463149259393662,72.30301800217732,737686.567164179
2021,Oakland Athletics,74615000,86,86.0,743,687,0.5365359174349495,86.91881862446182,867616.2790697674
2021,Baltimore Orioles,45701135,52,52.0,659,956,0.32744215861694054,53.04562969594437,878867.9807692308
2021,Milwaukee Brewers,87569366,95,95.0,738,623,0.577380091122265,93.53557476180693,921782.8
2021,Detroit Tigers,80398600,77,77.0,697,756,0.46194654818184394,74.83534080545871,1044137.6623376623
2021,Kansas City Royals,87779400,74,74.0,686,788,0.43505660147411523,70.47916943880666,1186208.1081081082
2021,San Francisco Giants,127889903,107,107.0,804,594,0.6368955681877755,103.17708204641963,1195232.738317757
2021,Chicago White Sox,125987500,93,93.0,796,636,0.6033443967983768,97.74179228133704,1354704.3010752688
2021,Colorado Rockies,103986666,74,74.0,739,796,0.46457888810946624,75.26177987373353,1405225.2162162163
2021,Texas Rangers,84868750,60,60.0,625,815,0.37826654707526186,61.27918062619242,1414479.1666666667
2021,Cincinnati Reds,118748164,83,83.0,786,760,0.5160619278364215,83.60203230950027,1430700.7710843373
2021,St. Louis Cardinals,135047200,90,90.0,706,672,0.5227939946566894,84.69262713438368,1500524.4444444445
2021,Toronto Blue Jays,137133333,91,91.0,846,663,0.6136009822281939,99.40335912096742,1506959.7032967033
2021,Atlanta Braves,134459435,88,88.0,790,656,0.5863747066704613,94.99270248061474,1527948.125
2021,Minnesota Twins,121003834,73,73.0,729,834,0.435880152096797,70.61258463968112,1657586.7671232878
2021,Arizona Diamondbacks,89077233,52,52.0,679,893,0.37146129822629476,60.17673031265975,1713023.7115384615
2021,Houston Astros,171018567,95,95.0,863,658,0.6261552043285018,101.43714310121729,1800195.4421052632
2021,Boston Red Sox,180261996,92,92.0,829,749,0.5486046443991683,88.87395239266527,1959369.5217391304
2021,New York Yankees,191205631,92,92.0,711,669,0.5281209702144576,85.55559717474213,2078322.0760869565
2021,Chicago Cubs,149665500,71,71.0,705,839,0.4176695496623967,67.66246704530828,2107964.7887323946
2021,Philadelphia Phillies,174009000,82,82.0,734,745,0.49298505803182974,79.86357940115641,2122060.975609756
2021,San Diego Padres,171686600,79,79.0,729,708,0.5136683004631262,83.21426467502644,2173248.101265823
2021,New York Mets,167415024,77,77.0,636,668,0.4776851045018951,77.384986929307,2174221.090909091
2021,Los Angeles Dodgers,235412876,106,106.0,830,561,0.6739365650348518,109.17772353564598,2220876.1886792453
2021,Los Angeles Angels,177353000,77,77.0,723,804,0.44962916929283514,72.83992542543929,2303285.714285714
2021,Washington Nationals,161907528,65,65.0,724,820,0.4408267375046097,71.41393147574678,2490885.046153846
2022,Baltimore Orioles,30221166,83,83.0,674,688,0.49053191099851173,79.4661695817589,364110.4337349398
2022,Cleveland Guardians,42310000,92,92.0,698,634,0.5438997951691145,88.11176681739654,459891.3043478261
2022,Oakland Athletics,32548334,60,60.0,568,770,0.3640740653154422,58.97999858110163,542472.2333333333
2022,Pittsburgh Pirates,37875000,62,62.0,591,817,0.35381351737015787,57.317789813965575,610887.0967741936
2022,Tampa Bay Rays,75347813,86,86.0,666,614,0.5367162627678908,86.9480345683983,876137.3604651163
2022,Miami Marlins,69000000,69,69.0,586,676,0.4359715057277503,70.62738392789555,1000000.0
2022,Arizona Diamondbacks,75993333,74,74.0,702,740,0.47533798497934826,77.00475356665441,1026936.9324324324
2022,Seattle Mariners,92745714,90,90.0,690,623,0.5464211728068288,88.52022999470626,1030507.9333333333
2022,Kansas City Royals,74110000,65,65.0,640,810,0.3912954688387575,63.38986595187871,1140153.8461538462
2022,Minnesota Twins,110859524,78,78.0,696,684,0.5080400761673699,82.30249233911393,1421275.9487179487
2022,Milwaukee Brewers,122281128,86,86.0,725,688,0.5243637855850299,84.94693326477486,1421873.5813953488
2022,Houston Astros,163939599,106,106.0,737,518,0.6535244073489868,105.87095399053585,1546599.9905660378
2022,Cincinnati Reds,99580000,62,62.0,648,815,0.3938363293633954,63.80148535687005,1606129.0322580645
2022,St. Louis Cardinals,150746666,93,93.0,772,637,0.5884585747471025,95.3302891090306,1620931.8924731184
2022,Atlanta Braves,173935000,101,101.0,789,609,0.6179048662526463,100.1005883329287,1722128.712871287
2022,San Francisco Giants,142292500,81,81.0,716,697,0.5125163261820164,83.02764484148665,1756697.5308641975
2022,Detroit Tigers,116040000,66,66.0,557,713,0.39034263109079265,63.23550623670841,1758181.8181818181
2022,Chicago Cubs,130560000,74,74.0,657,731,0.45073394318615007,73.01889879615631,1764324.3243243243
2022,Toronto Blue Jays,168070905,92,92.0,775,679,0.5617464237546921,91.00292064826012,1826857.6630434783
2022,Colorado Rockies,129452166,68,68.0,698,873,0.39426781084479506,63.8713853568568,1903708.3235294118
2022,Texas Rangers,134961333,68,68.0,707,743,0.47672650412167356,77.22969366771112,1984725.4852941176
2022,Washington Nationals,114623095,55,55.0,603,855,0.3416324643576584,55.34445922594067,2084056.2727272727
2022,Chicago White Sox,181660734,81,81.0,686,717,0.4794800896223884,77.67577451882693,2242725.111111111
2022,Los Angeles Angels,169413094,73,73.0,623,668,0.4684093622390206,75.88231668272134,2320727.315068493
2022,San Diego Padres,208772618,89,89.0,705,660,0.5303616164008175,85.91858185693243,2345759.7528089886
2022,New York Yankees,240290714,99,99.0,807,567,0.6574456837957074,106.50620077490461,2427178.9292929294
2022,Los Angeles Dodgers,277108333,111,111.0,847,513,0.7157390617440073,115.94972800252917,2496471.4684684686
2022,Boston Red Sox,195166000,78,78.0,735,787,0.4675407304245861,75.74159832878294,2502128.205128205
2022,New York Mets,253119999,101,101.0,772,606,0.6100553732961933,98.82897047398332,2506138.6039603963
2022,Philadelphia Phillies,221738462,87,87.0,747,685,0.5403986973829167,87.5445889760325,2548717.9540229887
2023,Baltimore Orioles,64907966,101,101.0,807,678,0.5815064641936669,94.20404719937405,642653.1287128713
2023,Tampa Bay Rays,64652911,99,99.0,860,665,0.6199603898151331,100.43358315005156,653059.7070707071
2023,Pittsburgh Pirates,60787500,76,76.0,692,790,0.43782283190719984,70.92729876896638,799835.5263157894
2023,Oakland Athletics,43145000,50,50.0,585,924,0.29581846848606885,47.92259189474316,862900.0
2023,Miami Marlins,81075000,84,84.0,666,723,0.46203576677662994,74.84979421781405,965178.5714285715
2023,Cleveland Guardians,75010000,76,76.0,662,697,0.47630305670680523,77.16109518650245,986973.6842105263
2023,Cincinnati Reds,86374500,82,82.0,783,821,0.4771392512380799,77.29655870056894,1053347.5609756098
2023,Washington Nationals,79983095,71,71.0,700,845,0.411052091565916,66.59043883367839,1126522.4647887324
2023,Milwaukee Brewers,108644960,92,92.0,728,647,0.5542629914910743,89.79060462155404,1180923.4782608696
2023,Arizona Diamondbacks,112763571,84,84.0,746,761,0.4905615983295575,79.47097892938831,1342423.4642857143
2023,Detroit Tigers,105338500,78,78.0,661,740,0.44776885055487436,72.53855378988965,1350493.5897435897
2023,Kansas City Royals,75825000,56,56.0,676,859,0.3877454188368611,62.8147578515715,1354017.857142857
2023,Seattle Mariners,129814047,88,88.0,758,659,0.5648341530597291,91.50313279567611,1475159.625
2023,Minnesota Twins,141271190,87,87.0,778,659,0.5770271242337363,93.47839412586528,1623806.7816091955
2023,Atlanta Braves,199727500,104,104.0,947,716,0.6331017454533377,102.56248276344071,1920456.7307692308
2023,Houston Astros,180888333,90,90.0,827,698,0.5799925524090358,93.9587934902638,2009870.3666666667
2023,Texas Rangers,183578160,90,90.0,881,716,0.5986697946311841,96.98450673025182,2039757.3333333333
2023,St. Louis Cardinals,147770834,71,71.0,719,829,0.4323932778936193,70.04771101876632,2081279.352112676
2023,Chicago Cubs,180115000,83,83.0,819,723,0.5592276580633728,90.5948806062664,2170060.2409638553
2023,Los Angeles Dodgers,218332634,100,100.0,906,699,0.6226817375809999,100.87444148812197,2183326.34
2023,San Francisco Giants,175590000,79,79.0,674,719,0.4700741622294879,76.15201428117703,2222658.2278481014
2023,Boston Red Sox,175783182,78,78.0,772,776,0.4975306086067941,80.59995859430065,2253630.5384615385
2023,Toronto Blue Jays,205680777,89,89.0,746,671,0.5492007976400703,88.97052921769139,2311019.966292135
2023,Philadelphia Phillies,232424939,90,90.0,796,715,0.5507489590060722,89.2213313589837,2582499.322222222
2023,Los Angeles Angels,204088094,73,73.0,739,829,0.44510617430050864,72.1072002366824,2795727.315068493
2023,Colorado Rockies,166250466,59,59.0,721,957,0.36496255245848047,59.123933498273836,2817804.5084745763
2023,San Diego Padres,236962024,82,82.0,752,648,0.5686643494302267,92.12362460769673,2889780.7804878047
2023,Chicago White Sox,180911666,61,61.0,641,841,0.37458606260744554,60.682942142406176,2965765.0163934426
2023,New York Yankees,268954047,82,82.0,673,698,0.48317497803305,78.2743464413541,3279927.4024390243
2023,New York Mets,334233332,75,75.0,717,729,0.49222329911538387,79.74017445669219,4456444.426666667
2024,Oakland Athletics,47905000,69,69.0,643,764,0.4205184771314256,68.12399329529094,694275.3623188406
2024,Cleveland Guardians,86433928,92,92.0,708,621,0.5597854874536676,90.68524896749416,939499.2173913043
2024,Pittsburgh Pirates,72014000,76,76.0,665,739,0.4511333816541047,73.08360782796497,947552.6315789474
2024,Milwaukee Brewers,94484960,93,93.0,777,641,0.588705418065575,95.37027772662314,1015967.3118279569
2024,Baltimore Orioles,94495168,91,91.0,786,699,0.5551624721978188,89.93632049604665,1038408.4395604396
2024,Tampa Bay Rays,88066012,80,80.0,604,663,0.4580527326760915,74.20454269352682,1100825.15
2024,Detroit Tigers,95073933,86,86.0,682,642,0.5275856999174338,85.46888338662427,1105510.8488372094
2024,Cincinnati Reds,88123333,77,77.0,699,694,0.5033278788340182,81.53911637111095,1144458.87012987
2024,Kansas City Royals,105219570,86,86.0,735,644,0.5607923581278333,90.848362016709,1223483.3720930233
2024,Washington Nationals,95371429,71,71.0,660,764,0.4321566765450894,70.00938160030448,1343259.5633802817
2024,Miami Marlins,83710000,62,62.0,637,841,0.37191706469074975,60.25056447990146,1350161.2903225806
2024,Minnesota Twins,118886590,82,82.0,742,735,0.5044684883598058,81.72389511428855,1449836.463414634
2024,Seattle Mariners,129158333,85,85.0,676,607,0.5485924717115064,88.87198041726403,1519509.8
2024,San Diego Padres,153765453,93,93.0,760,669,0.5592766360232396,90.60281503576482,1653391.9677419355
2024,Arizona Diamondbacks,156511716,89,89.0,886,788,0.5570335267690734,90.23943133658989,1758558.606741573
2024,St. Louis Cardinals,164301667,83,83.0,672,719,0.46871454828059883,75.93175682145701,1979538.156626506
2024,Boston Red Sox,162324847,81,81.0,751,747,0.5025278808238739,81.40951669346757,2004010.4567901234
2024,Colorado Rockies,134099285,61,61.0,682,929,0.354904108658658,57.4944656027026,2198348.9344262294
2024,Los Angeles Dodgers,220691666,98,98.0,842,686,0.5963248632869492,96.60462785248578,2251955.775510204
2024,San Francisco Giants,188767909,80,80.0,693,699,0.49600451857355365,80.3527320089157,2359598.8625
2024,Philadelphia Phillies,236182617,95,95.0,784,671,0.572543133581775,92.75198764024755,2486132.8105263156
2024,Los Angeles Angels,158818094,63,63.0,635,797,0.3953908458746173,64.05331703168801,2520922.126984127
2024,Atlanta Braves,225315000,89,89.0,704,607,0.5671311983582912,91.87525413404317,2531629.213483146
2024,Chicago Cubs,216330000,83,83.0,736,669,0.5442397973516588,88.16684717096874,2606385.5421686745
2024,Houston Astros,237303141,88,88.0,740,649,0.560588310488574,90.815306299149,2696626.602272727
2024,Texas Rangers,221955000,78,78.0,683,738,0.463953325052792,75.16043865855231,2845576.923076923
2024,Chicago White Sox,117773333,41,41.0,507,813,0.2968756122521331,48.09384918484556,2872520.3170731706
2024,Toronto Blue Jays,221876784,74,74.0,671,743,0.45268751446172517,73.33537734279948,2998334.918918919
2024,New York Yankees,293666666,94,94.0,815,668,0.5927896825055644,96.03192856590144,3124113.4680851065
2024,New York Mets,301731074,89,89.0,768,697,0.545498037772556,88.37068211915407,3390236.786516854
2025,Miami Marlins,47000000,79,79.0,709,798,0.44416263684349283,71.95434716864584,594936.7088607595
2025,Oakland Athletics,55000000,76,76.0,733,817,0.44832455894132794,72.62857854849513,723684.2105263158
2025,Cleveland Guardians,82000000,88,88.0,643,649,0.4957864018543834,80.3173971004101,931818.1818181818
2025,Tampa Bay Rays,73000000,77,77.0,714,683,0.5205826673085496,84.33439210398504,948051.9480519481
2025,Milwaukee Brewers,94000000,97,97.0,806,634,0.6104868122521158,98.89886358484276,969072.1649484537
2025,Chicago White Sox,59000000,60,60.0,647,742,0.43687934882482493,70.77445450962163,983333.3333333334
2025,Pittsburgh Pirates,75000000,71,71.0,583,645,0.4549368208384509,73.69976497582904,1056338.028169014
2025,Cincinnati Reds,103000000,83,83.0,716,681,0.523235935463772,84.76422154513106,1240963.8554216868
2025,Kansas City Royals,113000000,82,82.0,651,637,0.5098527644943428,82.59614784808353,1378048.780487805
2025,Detroit Tigers,131000000,87,87.0,758,691,0.543280652175679,88.01146565246,1505747.1264367816
2025,Washington Nationals,100000000,66,66.0,687,899,0.37340483347211445,60.491583022482544,1515151.5151515151
2025,Seattle Mariners,138000000,90,90.0,766,694,0.5462484693033904,88.49225202714925,1533333.3333333333
2025,St. Louis Cardinals,122000000,78,78.0,689,754,0.4578828173853555,74.17701641642759,1564102.564102564
2025,San Francisco Giants,158000000,81,81.0,705,684,0.5140033290434168,83.26853930503353,1950617.2839506173
2025,Minnesota Twins,137000000,70,70.0,678,773,0.4388026262663802,71.0860254551536,1957142.857142857
2025,Baltimore Orioles,150000000,75,75.0,677,788,0.42907255908456887,69.50975457170016,2000000.0
2025,Chicago Cubs,184000000,92,92.0,793,649,0.5927371017456735,96.02341048279911,2000000.0
2025,Boston Red Sox,184000000,89,89.0,786,676,0.5703965454330495,92.40424036015402,2067415.7303370787
2025,Arizona Diamondbacks,174000000,80,80.0,791,785,0.5036570190227263,81.59243708168167,2175000.0
2025,San Diego Padres,197000000,90,90.0,702,621,0.5557679749065234,90.03441193485679,2188888.888888889
2025,Houston Astros,204000000,87,87.0,686,665,0.5142829539469481,83.3138385394056,2344827.5862068967
2025,Toronto Blue Jays,233000000,94,94.0,798,721,0.5480737481070527,88.78794719334253,2478723.404255319
2025,Texas Rangers,206000000,81,81.0,684,605,0.555413170893956,89.97693368482088,2543209.87654321
2025,Colorado Rockies,112000000,43,43.0,597,1021,0.26139013961693314,42.345202617943166,2604651.1627906975
2025,Atlanta Braves,202000000,76,76.0,724,734,0.49355737499656693,79.95629474944384,2657894.736842105
2025,Los Angeles Angels,192000000,72,72.0,673,837,0.39798796606289105,64.47405050218835,2666666.6666666665
2025,New York Yankees,272000000,94,94.0,849,685,0.600890797928642,97.34430926444,2893617.0212765955
2025,Philadelphia Phillies,278000000,96,96.0,778,648,0.5845113333883838,94.69083600891817,2895833.3333333335
2025,Los Angeles Dodgers,321000000,93,93.0,825,683,0.5886346727797204,95.3588169903147,3451612.9032258065
2025,New York Mets,315000000,83,83.0,766,715,0.532461163679866,86.25870851613828,3795180.7228915663
